A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,0,1464328416771,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instructions1.html"", ""instructions/instructions2.html""], ""action"": ""Begin""}"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,1,1464328496986,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 80201, ""action"": ""NextPage"", ""template"": ""instructions/instructions1.html""}"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,2,1464328514152,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 17163, ""action"": ""FinishInstructions"", ""template"": ""instructions/instructions2.html""}"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,3,1464328514173,"{""condition"": ""0""}"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,4,1464328695001,"[""thermometer"", ""temperature"", ""barometer"", ""measure ""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,5,1464328695001,"[""multiplication"", ""product"", ""brewing"", ""SKIP""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,6,1464328695001,"[""sister"", ""brother"", ""aunt"", ""uncle""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,7,1464328695001,"[""furnace"", ""coal"", ""stomach"", ""heat""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,8,1464328695001,"[""father"", ""son"", ""mother"", ""daughter""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,9,1464328695001,"[""sugar"", ""coffee"", ""honey"", ""milk""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,10,1464328695001,"[""knee"", ""kneepad"", ""snail"", ""slow""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,11,1464328695001,"[""blizzard"", ""snowflake"", ""monsoon"", ""tornado""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,12,1464328695001,"[""movie"", ""screen"", ""lightning"", ""dark""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,13,1464328695001,"{""totalTime"": 180827, ""numSubmissions"": 2, ""questionSet"": 1}"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,14,1464328830848,"[""pen"", ""pig"", ""coop"", ""chicken""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,15,1464328830848,"[""baker"", ""cake"", ""scientist"", ""lab""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,16,1464328830848,"[""aspirin"", ""pain"", ""antacid"", ""ache""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,17,1464328830848,"[""hoof"", ""hoofprint"", ""paw"", ""leg""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,18,1464328830848,"[""East"", ""West"", ""North"", ""south""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,19,1464328830849,"[""ketchup"", ""tomato"", ""guacamole"", ""dip""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,20,1464328830849,"[""bracelet"", ""wrist"", ""moat"", ""arm""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,21,1464328830849,"[""revising"", ""manuscript"", ""evolving"", ""growing""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,22,1464328830849,"[""ash"", ""fireplace"", ""soot"", ""damp""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,23,1464328830849,"{""totalTime"": 135840, ""numSubmissions"": 1, ""questionSet"": 2}"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,24,1464328896832,"[""burger"", ""bun"", ""book"", ""shelf""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,25,1464328896832,"[""king"", ""queen"", ""prince"", ""princess""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,26,1464328896832,"[""watermelon"", ""rind"", ""orange"", ""apple""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,27,1464328896832,"[""flock"", ""goose"", ""constellation"", ""star""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,28,1464328896832,"[""jacket"", ""zipper"", ""wound"", ""blood""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,29,1464328896832,"[""train"", ""track"", ""signal"", ""go""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,30,1464328896832,"[""kitten"", ""cat"", ""puppy"", ""dog""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,31,1464328896832,"[""nose"", ""scent"", ""antenna"", ""signal""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,32,1464328896833,"[""foresight"", ""future"", ""X-ray"", ""mri""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,33,1464328896833,"{""totalTime"": 65973, ""numSubmissions"": 1, ""questionSet"": 3}"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,34,1464328943816,"[""foundation"", ""house"", ""base"", ""floor""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,35,1464328943816,"[""orchard"", ""apple"", ""neighborhood"", ""house ""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,36,1464328943816,"[""lamb chop"", ""lamb"", ""chapter"", ""story""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,37,1464328943816,"[""basket"", ""picnic"", ""holster"", ""pocket""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,38,1464328943816,"[""painting"", ""canvas"", ""drawing"", ""pencil""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,39,1464328943816,"[""immunization"", ""disease"", ""forewarning"", ""ahead""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,40,1464328943816,"[""hand"", ""fingers"", ""foot"", ""toe""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,41,1464328943817,"[""eraser"", ""pencil"", ""amnesia"", ""sick""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,42,1464328943817,"[""saxophone"", ""jazz"", ""harmonica"", ""song""]"
A133QG754CGS3I:33SA9F9TRXU2TY9QCKAR11DRXYZWEH,43,1464328943817,"{""totalTime"": 46976, ""numSubmissions"": 1, ""questionSet"": 4}"
